Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
I,0.67,0.485,large,1.2565,0.5355,0.322,0.386,9
I,0.44,0.34,tiny,0.379,0.1725,0.0815,0.10099999999999999,7
I,0.485,0.37,tiny,0.457,0.1885,0.0965,0.15,9
M,0.635,0.51,large,1.3555,0.619,0.305,0.39,9
I,0.635,0.5,large,,0.5485,0.292,0.49,16
I,0.38,0.275,tiny,0.2505,0.0945,0.0655,0.075,6
M,0.66,0.495,large,1.6275,0.594,0.3595,0.485,10
I,0.625,0.47,medium,1.1955,0.643,0.2055,0.3145,12
M,0.55,0.46,large,0.8690000000000001,0.3155,0.1825,0.32,10
F,0.56,0.41,medium,0.8215,0.342,0.184,0.253,9
M,0.38,0.285,tiny,0.2665,0.115,0.061,0.075,11
I,0.42,0.31,tiny,0.27899999999999997,0.1255,0.051,0.08800000000000001,6
I,0.56,0.44,medium,0.8,0.335,0.1735,0.25,12
F,0.66,0.525,large,,0.7765,0.397,0.3605,10
M,0.485,0.39,tiny,0.6435,0.2945,0.10300000000000001,0.198,8
M,0.685,0.52,medium,,0.6990000000000001,0.3685,0.4,10
I,0.33,0.245,tiny,0.1445,0.057999999999999996,0.032,0.0505,6
I,0.25,0.18,tiny,0.0805,0.0345,0.0185,0.0215,4
M,0.625,0.495,medium,1.177,0.5055,0.278,0.345,9
M,0.725,0.57,large,2.3305,1.253,0.541,0.52,9
M,0.6,0.495,large,1.3005,0.6195,0.284,0.3285,11
M,0.65,0.51,large,1.3165,0.6345,0.2605,0.364,12
M,0.535,0.42,medium,0.7909999999999999,0.33,0.18899999999999997,0.25,10
M,0.565,0.445,medium,0.7959999999999999,0.3635,0.184,0.21899999999999997,8
M,0.5,0.365,small,0.5945,0.309,0.1085,0.1535,9
F,0.7,0.575,large,,0.605,0.447,0.5379999999999999,13
M,0.62,0.47,medium,,0.511,0.2715,0.2565,10
M,0.63,0.505,medium,1.105,0.49200000000000005,0.226,0.325,11
F,0.37,0.275,tiny,0.2405,0.10400000000000001,0.0535,0.07,5
I,0.525,0.39,small,0.664,0.3115,0.147,0.17800000000000002,9
M,0.615,0.475,medium,1.0375,0.47600000000000003,0.2325,0.28300000000000003,9
M,0.64,0.51,large,1.6130000000000002,0.6215,0.361,0.47,14
I,0.37,0.275,small,0.2215,0.09699999999999999,0.0455,0.0615,6
I,0.495,0.355,small,0.4965,0.214,0.1045,0.1495,8
M,0.6,0.46,large,1.14,0.423,0.2575,0.365,10
F,0.655,0.51,large,1.415,0.5885,0.3725,0.364,10
M,0.59,0.46,medium,0.9059999999999999,0.327,0.1485,0.335,15
M,0.595,0.455,medium,1.041,0.41600000000000004,0.2105,0.365,14
I,0.505,0.38,small,,0.2645,0.095,0.165,9
I,0.42,0.325,tiny,0.325,0.1245,0.0755,0.1025,7
I,0.52,0.385,tiny,0.581,0.2555,0.156,0.14300000000000002,10
M,0.63,0.49,medium,1.09,0.40700000000000003,0.22399999999999998,0.354,12
M,0.6,0.45,large,1.34,0.617,0.3255,0.3605,10
I,0.44,0.325,tiny,0.4965,0.258,0.1195,0.1075,8
I,0.48,0.37,small,0.514,0.2075,0.131,0.155,13
F,0.715,0.565,large,2.1995,0.7245,0.465,0.885,17
M,0.52,0.4,small,0.58,0.23399999999999999,0.1315,0.185,8
I,0.225,0.17,tiny,0.0515,0.019,0.012,0.017,4
I,0.45,0.335,tiny,0.447,0.2335,0.153,0.11900000000000001,7
F,0.6,0.465,medium,1.04,0.4755,0.25,0.28,11
M,0.565,0.465,medium,1.1285,0.377,0.3525,0.33,16
F,0.645,0.485,medium,1.151,0.5935,0.2315,0.293,12
I,0.36,0.26,tiny,,0.07400000000000001,0.0315,0.06,5
F,0.565,0.455,medium,0.8205,0.365,0.159,0.26,18
F,0.605,0.47,medium,0.9740000000000001,0.39299999999999996,0.22399999999999998,0.3345,9
M,0.6,0.49,large,1.9875,1.005,0.419,0.491,10
I,0.47,0.355,small,0.4915,0.1765,0.1125,0.1325,9
M,0.57,0.44,tiny,0.8270000000000001,0.3395,0.2215,0.235,8
I,0.52,0.41,small,0.6990000000000001,0.3395,0.129,0.1945,10
I,0.575,0.435,small,0.805,0.3155,0.2155,0.245,10
F,0.62,0.475,medium,1.1295,0.46299999999999997,0.2685,0.33,10
F,0.55,0.45,medium,0.875,0.36200000000000004,0.1755,0.2765,10
F,0.625,0.49,large,1.7015,0.7465,0.4105,0.3855,11
I,0.415,0.325,tiny,0.385,0.16699999999999998,0.08,0.125,7
F,0.58,0.445,medium,0.888,0.41,0.1815,0.2425,8
M,0.555,0.425,small,,0.264,0.168,0.275,13
I,0.36,0.27,tiny,0.21899999999999997,0.09699999999999999,0.0405,0.065,6
I,0.65,0.52,medium,1.238,0.5495,0.29600000000000004,0.3305,10
F,0.595,0.45,medium,1.114,0.5865,0.2205,0.25,11
M,0.615,0.455,small,0.9685,0.49,0.182,0.2655,10
F,0.455,0.35,small,0.4555,0.1945,0.1045,0.1375,7
F,0.45,0.36,tiny,0.447,0.203,0.08199999999999999,0.13,12
I,0.5,0.375,small,0.5695,0.259,0.124,0.157,7
M,0.58,0.45,small,,0.3465,0.1765,0.263,10
F,0.46,0.375,small,0.4605,0.1775,0.11,0.15,7
F,0.625,0.5,medium,1.217,0.5725,0.207,0.355,11
I,0.46,0.34,tiny,0.384,0.1795,0.068,0.11,8
I,0.36,0.27,tiny,0.2075,0.098,0.039,0.062,6
F,0.5,0.39,small,0.6355,0.2505,0.1635,0.195,15
I,0.515,0.4,small,0.7165,0.3495,0.1595,0.1785,8
I,0.51,0.4,small,0.5935,0.239,0.13,0.204,8
F,0.5,0.375,tiny,0.5945,0.185,0.14800000000000002,0.19,11
F,0.395,0.295,tiny,0.2245,0.078,0.054000000000000006,0.08,10
I,0.395,0.29,tiny,0.3,0.158,0.068,0.078,7
M,0.385,0.275,tiny,0.2685,0.0975,0.0825,0.085,8
F,0.71,0.545,large,1.9069999999999998,0.8725,0.4565,0.475,11
F,0.655,0.545,medium,1.6225,0.6555,0.299,0.513,12
M,0.565,0.425,medium,0.9425,0.3495,0.2185,0.275,17
M,0.39,0.28,small,,0.3035,0.0955,0.14300000000000002,7
F,0.61,0.485,large,1.3445,0.535,0.2205,0.515,20
M,0.58,0.455,small,,0.41,0.1725,0.225,8
I,0.58,0.46,small,0.8295,0.3915,0.165,0.23800000000000002,10
F,0.57,0.45,large,1.0979999999999999,0.414,0.187,0.405,20
I,0.475,0.375,tiny,0.494,0.21100000000000002,0.109,0.1545,8
I,0.285,0.215,tiny,0.1075,0.051,0.0225,0.027000000000000003,6
F,0.705,0.535,large,1.8659999999999999,0.929,0.3835,0.4395,10
I,0.255,0.19,tiny,,0.04,0.0185,0.025,5
M,0.595,0.47,medium,0.991,0.4035,0.1505,0.34,16
M,0.5,0.375,medium,0.636,0.2535,0.145,0.19,10
M,0.65,0.505,large,1.469,0.7115,0.3335,0.38,9
F,0.65,0.565,large,1.6645,0.753,0.36700000000000005,0.43,12
M,0.54,0.42,small,0.8075,0.3485,0.1795,0.235,11
M,0.595,0.46,medium,1.03,0.4275,0.207,0.3305,10
M,0.235,0.17,tiny,0.0515,0.018000000000000002,0.0105,0.0195,7
M,0.68,0.53,large,1.496,0.5825,0.337,0.465,14
I,0.44,0.365,tiny,0.501,0.2435,0.084,0.1465,9
I,0.56,0.425,small,0.8205,0.3715,0.185,0.23600000000000002,9
F,0.725,0.53,large,1.7315,0.83,0.39799999999999996,0.405,11
I,0.255,0.185,tiny,0.0925,0.039,0.021,0.025,6
I,0.375,0.275,tiny,,0.11,0.0415,0.0775,6
F,0.55,0.47,medium,0.897,0.377,0.184,0.29,9
F,0.575,0.46,medium,1.065,0.4985,0.2145,0.2815,8
F,0.535,0.425,medium,0.7765,0.302,0.1565,0.25,16
F,0.6,0.48,large,1.056,0.4575,0.2435,0.3135,10
M,0.455,0.365,tiny,0.514,0.2245,0.10099999999999999,0.15,15
M,0.61,0.475,medium,,0.428,0.2205,0.315,15
F,0.685,0.53,large,1.5105,0.7385,0.3525,0.3725,10
I,0.605,0.47,medium,0.8025,0.379,0.2265,0.22,9
F,0.505,0.4,small,0.583,0.24600000000000002,0.13,0.175,7
M,0.57,0.46,medium,1.0005,0.45399999999999996,0.205,0.265,11
F,0.55,0.45,medium,0.741,0.295,0.1435,0.2665,10
M,0.56,0.43,medium,,0.46399999999999997,0.1775,0.23399999999999999,9
F,0.66,0.535,large,1.5175,0.711,0.3125,0.415,12
I,0.43,0.34,tiny,,0.1395,0.0665,0.12,8
M,0.705,0.565,large,,1.1075,0.4865,0.512,10
F,0.595,0.48,large,0.975,0.358,0.2035,0.34,15
M,0.5,0.39,small,0.7815,0.361,0.1575,0.2385,9
I,0.43,0.34,small,0.384,0.1375,0.061,0.146,14
F,0.53,0.43,medium,0.741,0.325,0.1855,0.196,9
M,0.55,0.385,small,0.7275,0.34299999999999997,0.1625,0.19,8
M,0.605,0.49,small,,0.419,0.20600000000000002,0.315,10
F,0.595,0.465,medium,,0.402,0.2415,0.31,12
M,0.34,0.255,tiny,0.213,0.081,0.034,0.07,9
M,0.7,0.6,large,,0.8105,0.4045,0.5755,10
M,0.445,0.355,tiny,0.4415,0.1805,0.1035,0.1505,10
M,0.615,0.47,medium,1.128,0.4465,0.2195,0.34,10
M,0.69,0.53,large,1.5830000000000002,0.7355,0.405,0.3865,12
F,0.645,0.52,large,,0.58,0.28800000000000003,0.37,12
F,0.53,0.405,small,0.6355,0.2635,0.1565,0.185,9
M,0.635,0.525,large,,0.55,0.3115,0.43,20
I,0.44,0.335,tiny,0.4215,0.17300000000000001,0.0765,0.113,7
F,0.5,0.4,small,,0.2565,0.1755,0.22,8
I,0.28,0.215,tiny,0.132,0.07200000000000001,0.022000000000000002,0.033,5
I,0.38,0.29,tiny,,0.10800000000000001,0.0395,0.08199999999999999,6
I,0.32,0.24,tiny,0.1575,0.07,0.0265,0.0425,5
F,0.66,0.53,large,1.3485,0.493,0.245,0.49,12
I,0.275,0.2,tiny,0.096,0.037000000000000005,0.0225,0.03,6
I,0.275,0.215,tiny,,0.0485,0.028999999999999998,0.035,7
F,0.44,0.35,small,,0.175,0.063,0.129,9
I,0.55,0.425,small,0.664,0.2695,0.163,0.21,8
M,0.55,0.435,small,0.7625,0.327,0.1685,0.259,10
I,0.465,0.325,small,0.7615,0.36200000000000004,0.1535,0.209,10
F,0.64,0.48,medium,1.1145,0.508,0.24,0.34,10
F,0.635,0.495,tiny,1.1565,0.5115,0.308,0.2885,9
I,0.52,0.395,small,,0.3005,0.131,0.1905,9
I,0.235,0.18,tiny,0.057999999999999996,0.022000000000000002,0.0145,0.018000000000000002,6
M,0.66,0.515,medium,,0.6940000000000001,0.298,0.3755,10
I,0.325,0.24,tiny,0.152,0.065,0.0305,0.045,6
I,0.56,0.44,small,0.825,0.402,0.139,0.245,10
M,0.7,0.545,large,1.6135,0.75,0.4035,0.3685,11
M,0.465,0.36,tiny,0.5795,0.295,0.1395,0.12,7
M,0.505,0.405,tiny,0.625,0.305,0.16,0.175,9
M,0.61,0.485,medium,1.3305,0.7829999999999999,0.2255,0.2865,9
I,0.45,0.34,small,0.4925,0.24100000000000002,0.1075,0.12,6
M,0.515,0.39,small,0.6779999999999999,0.341,0.1325,0.11900000000000001,8
M,0.41,0.325,small,0.3745,0.158,0.081,0.125,12
I,0.235,0.13,tiny,0.1585,0.0685,0.037000000000000005,0.0465,5
F,0.57,0.465,medium,0.8935,0.3145,0.2575,0.263,10
M,0.585,0.455,medium,0.953,0.3945,0.2685,0.258,10
M,0.555,0.405,large,1.406,0.6115,0.342,0.389,10
M,0.58,0.465,medium,,0.4405,0.1655,0.265,11
F,0.535,0.405,small,0.927,0.26,0.1425,0.345,16
F,0.53,0.385,small,0.6695,0.289,0.151,0.18,10
M,0.48,0.38,small,0.528,0.2,0.1395,0.16,14
F,0.575,0.42,large,1.764,0.914,0.377,0.4095,10
F,0.58,0.455,medium,,0.369,0.3005,0.275,13
M,0.545,0.41,small,,0.434,0.1405,0.19,9
M,0.535,0.42,medium,0.9195,0.3355,0.1985,0.26,16
F,0.62,0.475,medium,0.9545,0.455,0.1865,0.27699999999999997,9
I,0.275,0.2,tiny,0.092,0.0385,0.0235,0.027000000000000003,5
F,0.485,0.38,medium,,0.2155,0.14,0.18,15
I,0.275,0.205,tiny,0.096,0.036000000000000004,0.0185,0.03,6
I,0.555,0.435,medium,0.6975,0.262,0.1575,0.24,11
F,0.545,0.44,large,,0.2985,0.1875,0.265,11
M,0.735,0.57,large,2.2355,1.1705,0.46299999999999997,0.5315,10
M,0.75,0.595,large,2.2205,1.083,0.42100000000000004,0.63,12
M,0.56,0.43,medium,0.8675,0.4,0.172,0.22899999999999998,8
M,0.55,0.435,tiny,0.8059999999999999,0.3415,0.203,0.215,9
F,0.62,0.47,large,1.2255,0.381,0.27,0.435,23
F,0.66,0.52,large,1.676,0.6729999999999999,0.4805,0.45,17
M,0.61,0.48,medium,1.1495,0.564,0.27399999999999997,0.264,8
I,0.345,0.255,tiny,0.183,0.075,0.0385,0.06,6
I,0.44,0.305,tiny,0.379,0.162,0.091,0.11,9
F,0.645,0.52,large,1.5535,0.616,0.3655,0.474,16
I,0.3,0.23,tiny,0.11699999999999999,0.05,0.0175,0.0415,6
I,0.475,0.355,small,0.4775,0.2145,0.09,0.1435,8
I,0.175,0.13,tiny,0.0315,0.0105,0.0065,0.0125,5
F,0.62,0.485,large,1.2155,0.545,0.253,0.345,10
F,0.575,0.435,medium,0.8975,0.4115,0.2325,0.23,9
F,0.595,0.435,medium,0.9,0.4175,0.17,0.265,8
I,0.5,0.39,small,,0.294,0.132,0.1605,8
M,0.38,0.3,tiny,0.2505,0.106,0.0535,0.0775,8
M,0.475,0.375,small,0.563,0.2525,0.1205,0.185,10
F,0.515,0.395,small,0.516,0.2015,0.132,0.162,9
M,0.6,0.475,large,,0.5489999999999999,0.2875,0.36,11
F,0.61,0.49,large,1.137,0.4605,0.2825,0.344,12
I,0.11,0.09,tiny,0.008,0.0025,0.002,0.003,3
F,0.665,0.505,medium,1.2915,0.631,0.2925,0.32,11
I,0.495,0.38,medium,0.515,0.175,0.098,0.212,13
M,0.605,0.49,large,1.227,0.48,0.287,0.35,18
M,0.375,0.305,tiny,0.3245,0.1395,0.0565,0.095,5
F,0.585,0.455,medium,0.998,0.345,0.2495,0.315,12
I,0.515,0.39,small,0.5555,0.2,0.1135,0.2235,12
F,0.515,0.415,small,0.6935,0.3115,0.152,0.2,10
M,0.645,0.5,large,1.5105,0.6735,0.3755,0.3775,12
I,0.47,0.36,small,0.5225,0.198,0.1065,0.165,9
M,0.67,0.54,large,1.217,0.532,0.2735,0.3315,11
M,0.35,0.26,tiny,0.195,0.0745,0.040999999999999995,0.0655,9
M,0.55,0.44,medium,0.991,0.348,0.168,0.375,20
F,0.505,0.395,medium,0.6515,0.2695,0.153,0.205,15
M,0.565,0.455,large,0.9265,0.354,0.1575,0.375,16
I,0.62,0.47,medium,0.966,0.447,0.171,0.284,11
F,0.735,0.6,large,2.555,1.1335,0.44,0.6,11
I,0.48,0.35,tiny,0.519,0.2365,0.1275,0.126,7
I,0.52,0.39,small,0.5545,0.2355,0.1095,0.1895,7
M,0.51,0.4,small,0.6515,0.2455,0.1665,0.185,10
M,0.625,0.5,large,1.3705,0.645,0.303,0.3705,12
F,0.63,0.48,medium,1.0525,0.392,0.336,0.285,12
F,0.535,0.45,small,,0.322,0.18100000000000002,0.25,13
F,0.4,0.335,tiny,0.4335,0.2105,0.1205,0.12,10
M,0.59,0.44,medium,0.8725,0.387,0.215,0.245,8
I,0.56,0.44,small,0.7235,0.349,0.149,0.2,8
F,0.66,0.565,large,1.7605,0.6920000000000001,0.3265,0.5,16
I,0.33,0.265,tiny,0.196,0.0775,0.0305,0.0445,6
M,0.45,0.355,tiny,0.478,0.18,0.1185,0.155,10
F,0.48,0.37,small,0.5885,0.2475,0.1505,0.1595,15
I,0.41,0.325,tiny,0.326,0.1325,0.075,0.10099999999999999,8
F,0.72,0.575,large,1.6705,0.732,0.3605,0.501,12
M,0.415,0.315,tiny,0.3895,0.2015,0.065,0.10300000000000001,9
M,0.475,0.36,small,,0.2825,0.12,0.17,8
F,0.67,0.525,large,1.527,0.5755,0.353,0.44,12
M,0.52,0.385,small,0.6595,0.2485,0.2035,0.16,9
I,0.5,0.385,medium,0.762,0.3795,0.161,0.19,14
M,0.44,0.335,tiny,,0.157,0.096,0.122,9
F,0.58,0.46,medium,1.1155,0.5575,0.2255,0.29,7
M,0.555,0.44,small,0.9025,0.3805,0.2105,0.28,13
F,0.615,0.46,medium,1.0265,0.4935,0.201,0.2745,10
F,0.585,0.465,large,0.9915,0.3865,0.22399999999999998,0.265,12
I,0.375,0.3,tiny,0.14400000000000002,0.059000000000000004,0.03,0.044000000000000004,7
M,0.395,0.305,tiny,,0.0975,0.065,0.096,9
M,0.625,0.47,medium,1.7855,0.675,0.247,0.3245,13
F,0.525,0.4,small,0.7140000000000001,0.318,0.138,0.20800000000000002,10
I,0.37,0.28,tiny,0.2655,0.122,0.052000000000000005,0.08,7
I,0.55,0.435,small,0.741,0.348,0.1585,0.20600000000000002,9
I,0.315,0.235,tiny,0.149,0.057999999999999996,0.0325,0.047,7
I,0.5,0.38,small,0.594,0.2945,0.10400000000000001,0.1565,9
F,0.61,0.46,medium,1.1185,0.478,0.2945,0.2985,10
I,0.36,0.285,tiny,0.2415,0.0915,0.057,0.075,7
I,0.36,0.265,tiny,0.2055,0.096,0.037000000000000005,0.0585,7
I,0.4,0.315,tiny,0.3245,0.151,0.073,0.08800000000000001,8
I,0.355,0.275,tiny,0.22,0.092,0.06,0.15,8
F,0.585,0.46,large,1.0835,0.3745,0.326,0.325,14
M,0.6,0.47,large,1.105,0.4865,0.247,0.315,15
I,0.285,0.21,tiny,0.10099999999999999,0.0415,0.017,0.0335,5
M,0.26,0.19,tiny,0.0945,0.0445,0.02,0.03,6
I,0.2,0.15,tiny,0.046,0.021,0.006999999999999999,0.0065,4
I,0.46,0.35,tiny,0.4,0.17600000000000002,0.083,0.1205,7
I,0.36,0.265,tiny,0.1845,0.083,0.0365,0.055,7
M,0.685,0.53,large,1.56,0.647,0.38299999999999995,0.465,11
I,0.395,0.3,tiny,0.253,0.1155,0.05,0.075,6
